	act	scene	char_from	text	all	barnardo	both	captain	danes	first ambassador	first clown	first player	first sailor	fortinbras	francisco	gentleman	ghost	guildenstern	hamlet	horatio	king	laertes	lord	lords	lucianus	marcellus	messenger	ophelia	osric	player king	player queen	polonius	priest	prologue	queen	reynaldo	rosencrantz	second clown	servant	voltemand
222	2	1	reynaldo	my lord i have	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
223	2	1	polonius	god b wi you fare you well	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
224	2	1	reynaldo	good my lord	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
225	2	1	polonius	observe his inclination in yourself	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
226	2	1	reynaldo	i shall my lord	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
227	2	1	polonius	and let he ply his music	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
228	2	1	reynaldo	well my lord	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
229	2	1	polonius	farewell enter ophelia how now ophelia what the matter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
230	2	1	ophelia	alas my lord i have be so affright	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
231	2	1	polonius	with what in the name of god	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
232	2	1	ophelia	my lord as i be sew in my chamber lord hamlet with his doublet all unbrac d no hat upon his head his stocking foul d ungart re and down gyved to his ankle pale as his shirt his knee knock each other and with a look so piteous in purport as if he have be loose out of hell to speak of horror he come before i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
233	2	1	polonius	mad for thy love	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
234	2	1	ophelia	my lord i do not know but truly i do fear it	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
235	2	1	polonius	what say he	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
236	2	1	ophelia	he take i by the wrist and hold i hard then go he to the length of all his arm and with his other hand thus o er his brow he fall to such perusal of my face as he would draw it long stay d he so at last a little shaking of mine arm and thrice his head thus wave up and down he rais d a sigh so piteous and profound as it do seem to shatter all his bulk and end his being that do he let i go and with his head over his shoulder turn d he seem d to find his way without his eye for out o door he go without their help and to the last bend their light on i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
237	2	1	polonius	come go with i i will go seek the king this be the very ecstasy of love whose violent property fordoe itself and lead the will to desperate undertaking as oft as any passion under heaven that do afflict our nature i be sorry what have you give he any hard word of late	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
238	2	1	ophelia	no my good lord but as you do command i do repel his letter and deny his access to i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
239	2	1	polonius	that hath make he mad i be sorry that with well heed and judgment i have not quote he i fear d he do but trifle and mean to wreck thee but beshrew my jealousy it seem it be as proper to our age to cast beyond ourselves in our opinion as it be common for the young sort to lack discretion come go we to the king this must be know which be keep close might move more grief to hide than hate to utter love	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
240	2	2	king	welcome dear rosencrantz and guildenstern moreover that we much do long to see you the need we have to use you do provoke our hasty sending something have you hear of hamlet s transformation so i call it since nor th exterior nor the inward man resemble that it be what it should be more than his father s death that thus hath put he so much from th understande of himself i can not dream of i entreat you both that be of so young day bring up with he and since so neighbour d to his youth and humour that you vouchsafe your rest here in our court some little time so by your company to draw he on to pleasure and to gather so much as from occasion you may glean whether aught to we unknown afflict he thus that open d lie within our remedy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
241	2	2	queen	good gentleman he hath much talk d of you and sure i be two man there be not live to whom he more adhere if it will please you to show we so much gentry and good will as to expend your time with we awhile for the supply and profit of our hope your visitation shall receive such thank as fit a king s remembrance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
242	2	2	rosencrantz	both your majesty might by the sovereign power you have of we put your dread pleasure more into command than to entreaty	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
243	2	2	guildenstern	we both obey and here give up ourselves in the full bent to lay our service freely at your foot to be command	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
244	2	2	king	thank rosencrantz and gentle guildenstern	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245	2	2	queen	thank guildenstern and gentle rosencrantz and i beseech you instantly to visit my too much change son go some of you and bring these gentleman where hamlet be	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
246	2	2	guildenstern	heaven make our presence and our practice pleasant and helpful to he	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
247	2	2	queen	ay amen enter polonius	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
248	2	2	polonius	th ambassador from norway my good lord be joyfully return d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
249	2	2	king	thou still hast be the father of good news	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
250	2	2	polonius	have i my lord assure you my good liege i hold my duty as i hold my soul both to my god and to my gracious king and i do think or else this brain of mine hunt not the trail of policy so sure as it hath us d to do that i have find the very cause of hamlet s lunacy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
251	2	2	king	o speak of that that do i long to hear	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
252	2	2	polonius	give first admittance to th ambassador my news shall be the fruit to that great feast	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
253	2	2	king	thyself do grace to they and bring they in he tell i my sweet queen that he hath find the head and source of all your son s distemper	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
254	2	2	queen	i doubt it be no other but the main his father s death and our o erhasty marriage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
255	2	2	king	well we shall sift he enter polonius with voltemand and cornelius welcome my good friend say voltemand what from our brother norway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
256	2	2	voltemand	most fair return of greeting and desire upon our first he send out to suppress his nephew s levy which to he appear d to be a preparation gainst the polack but well look d into he truly find it be against your highness whereat griev d that so his sickness age and impotence be falsely bear in hand send out arrest on fortinbras which he in brief obey receive rebuke from norway and in fine make vow before his uncle never more to give th assay of arm against your majesty whereon old norway overcome with joy give he three thousand crown in annual fee and his commission to employ those soldier so levy as before against the polack with an entreaty herein far show that it might please you to give quiet pass through your dominion for this enterprise on such regard of safety and allowance as therein be set down	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
257	2	2	king	it like we well and at our more consider d time we ll read answer and think upon this business meantime we thank you for your well take labour go to your rest at night we ll feast together most welcome home	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
258	2	2	polonius	this business be well end my liege and madam to expostulate what majesty should be what duty be why day be day night night and time be time be nothing but to waste night day and time therefore since brevity be the soul of wit and tediousness the limb and outward flourish i will be brief your noble son be mad mad call i it for to define true madness what is t but to be nothing else but mad but let that go	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259	2	2	queen	more matter with less art	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
260	2	2	polonius	madam i swear i use no art at all that he be mad tis true tis true tis pity and pity tis tis true a foolish figure but farewell it for i will use no art mad let we grant he then and now remain that we find out the cause of this effect or rather say the cause of this defect for this effect defective come by cause thus it remain and the remainder thus perpend i have a daughter have whilst she be mine who in her duty and obedience mark hath give i this now gather and surmise to the celestial and my soul s idol the most beautify ophelia that an ill phrase a vile phrase beautify be a vile phrase but you shall hear these in her excellent white bosom these c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
261	2	2	queen	come this from hamlet to she	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
262	2	2	polonius	good madam stay awhile i will be faithful doubt thou the star be fire doubt that the sun doth move doubt truth to be a liar but never doubt i love o dear ophelia i be ill at these number i have not art to reckon my groan but that i love thee good o most good believe it adieu thine evermore most dear lady whilst this machine be to he	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
263	2	2	hamlet	this in obedience hath my daughter show d i and more above hath his soliciting as they fall out by time by mean and place all give to mine ear	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
264	2	2	king	but how hath she receiv d his love	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
265	2	2	polonius	what do you think of i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
266	2	2	king	as of a man faithful and honourable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
267	2	2	polonius	i would fain prove so but what might you think when i have see this hot love on the wing as i perceiv d it i must tell you that before my daughter tell i what might you or my dear majesty your queen here think if i have play d the desk or table book or give my heart a winking mute and dumb or look d upon this love with idle sight what might you think no i go round to work and my young mistress thus i do bespeak lord hamlet be a prince out of thy star this must not be and then i precept give she that she should lock herself from his resort admit no messenger receive no token which do she take the fruit of my advice and he repulsed a short tale to make fall into a sadness then into a fast thence to a watch thence into a weakness thence to a lightness and by this declension into the madness wherein now he rave and all we wail for	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
268	2	2	king	do you think tis this	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
269	2	2	queen	it may be very likely	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
270	2	2	polonius	hath there be such a time i d fain know that that i have positively say tis so when it prov d otherwise	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
271	2	2	king	not that i know	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
272	2	2	polonius	take this from this if this be otherwise point to his head and shoulder if circumstance lead i i will find where truth be hide though it be hide indeed within the centre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	2	2	king	how may we try it far	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
274	2	2	polonius	you know sometimes he walk four hour together here in the lobby	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	2	2	queen	so he do indeed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
276	2	2	polonius	at such a time i ll loose my daughter to he be you and i behind an arras then mark the encounter if he love she not and be not from his reason fall n thereon let i be no assistant for a state but keep a farm and carter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
277	2	2	king	we will try it enter hamlet read	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
278	2	2	queen	but look where sadly the poor wretch come read	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	2	2	polonius	away i do beseech you both away i ll board he presently o give i leave how do my good lord hamlet	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
280	2	2	hamlet	well god a mercy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
281	2	2	polonius	do you know i my lord	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	2	2	hamlet	excellent well you re a fishmonger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
283	2	2	polonius	not i my lord	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	2	2	hamlet	then i would you be so honest a man	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
285	2	2	polonius	honest my lord	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
286	2	2	hamlet	ay sir to be honest as this world go be to be one man pick out of ten thousand	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
287	2	2	polonius	that very true my lord	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
288	2	2	hamlet	for if the sun breed maggot in a dead dog be a good kissing carrion have you a daughter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
289	2	2	polonius	i have my lord	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290	2	2	hamlet	let she not walk i th sun conception be a blessing but not as your daughter may conceive friend look to t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
291	2	2	polonius	how say you by that still harp on my daughter yet he know i not at first he say i be a fishmonger he be far go far go and truly in my youth i suffer much extremity for love very near this i ll speak to he again what do you read my lord	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292	2	2	hamlet	word word word	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
293	2	2	polonius	what be the matter my lord	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294	2	2	hamlet	between who	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
295	2	2	polonius	i mean the matter that you read my lord	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
296	2	2	hamlet	slander sir for the satirical slave say here that old man have grey beard that their face be wrinkle their eye purge thick amber and plum tree gum and that they have a plentiful lack of wit together with most weak ham all which sir though i most powerfully and potently believe yet i hold it not honesty to have it thus set down for you yourself sir should be old as i be if like a crab you could go backward	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
297	2	2	polonius	though this be madness yet there be a method in t will you walk out of the air my lord	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
298	2	2	hamlet	into my grave	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
299	2	2	polonius	indeed that be out o the air how pregnant sometimes his reply be a happiness that often madness hit on which reason and sanity could not so prosperously be deliver of i will leave he and suddenly contrive the mean of meeting between he and my daughter my honourable lord i will most humbly take my leave of you	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300	2	2	hamlet	you can not sir take from i anything that i will more willingly part withal except my life except my life except my life	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
301	2	2	polonius	fare you well my lord	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
302	2	2	hamlet	these tedious old fool enter rosencrantz and guildenstern	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
303	2	2	polonius	you go to seek the lord hamlet there he be	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304	2	2	rosencrantz	god save you sir	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
305	2	2	guildenstern	my honoured lord	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
306	2	2	rosencrantz	my most dear lord	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307	2	2	hamlet	my excellent good friend how dost thou guildenstern ah rosencrantz good lad how do ye both	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
308	2	2	rosencrantz	as the indifferent child of the earth	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
309	2	2	guildenstern	happy in that we be not over happy on fortune s cap we be not the very button	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
310	2	2	hamlet	nor the sol of her shoe	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
311	2	2	rosencrantz	neither my lord	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	2	2	hamlet	then you live about her waist or in the middle of her favour	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
313	2	2	guildenstern	faith her private we	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
314	2	2	hamlet	in the secret part of fortune o most true she be a strumpet what the news	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
315	2	2	rosencrantz	none my lord but that the world s grow honest	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316	2	2	hamlet	then be doomsday near but your news be not true let i question more in particular what have you my good friend deserve at the hand of fortune that she send you to prison hither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
317	2	2	guildenstern	prison my lord	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318	2	2	hamlet	denmark s a prison	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
319	2	2	rosencrantz	then be the world one	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320	2	2	hamlet	a goodly one in which there be many confine ward and dungeon denmark be one o th bad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
321	2	2	rosencrantz	we think not so my lord	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322	2	2	hamlet	why then tis none to you for there be nothing either good or bad but thinking make it so to i it be a prison	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
323	2	2	rosencrantz	why then your ambition make it one tis too narrow for your mind	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324	2	2	hamlet	o god i could be bound in a nutshell and count myself a king of infinite space be it not that i have bad dream	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
325	2	2	guildenstern	which dream indeed be ambition for the very substance of the ambitious be merely the shadow of a dream	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
326	2	2	hamlet	a dream itself be but a shadow	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327	2	2	rosencrantz	truly and i hold ambition of so airy and light a quality that it be but a shadow s shadow	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
328	2	2	hamlet	then be our beggar body and our monarch and outstretch d hero the beggar shadow shall we to th court for by my fay i can not reason rosencrantz and	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
329	2	2	guildenstern	we ll wait upon you	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
330	2	2	hamlet	no such matter i will not sort you with the rest of my servant for to speak to you like an honest man i be most dreadfully attend but in the beat way of friendship what make you at elsinore	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
331	2	2	rosencrantz	to visit you my lord no other occasion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
332	2	2	hamlet	beggar that i be i be even poor in thank but i thank you and sure dear friend my thank be too dear a halfpenny be you not send for be it your own incline be it a free visitation come deal justly with i come come nay speak	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
333	2	2	guildenstern	what should we say my lord	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
334	2	2	hamlet	why anything but to the purpose you be send for and there be a kind of confession in your look which your modesty have not craft enough to colour i know the good king and queen have send for you	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
335	2	2	rosencrantz	to what end my lord	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
336	2	2	hamlet	that you must teach i but let i conjure you by the right of our fellowship by the consonancy of our youth by the obligation of our ever preserve love and by what more dear a well proposer could charge you withal be even and direct with i whether you be send for or no	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
337	2	2	rosencrantz	what say you	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
338	2	2	hamlet	nay then i have an eye of you if you love i hold not off	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
