	act	scene	speaking	text	player king	king	danes	reynaldo	queen	laertes	polonius	gentleman	second clown	hamlet	voltemand	servant	francisco	messenger	lord	barnardo	osric	marcellus	guildenstern	prologue	priest	fortinbras	ophelia	captain	rosencrantz	lucianus	ghost	horatio	first clown	player queen	player
240	1	5	hamlet	" Indeed, upon my sword, indeed.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
241	1	5	ghost	" [_Cries under the stage._] Swear.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
242	1	5	hamlet	" Ha, ha boy, say’st thou so? Art thou there, truepenny? Come on,
you hear this fellow in the cellarage. Consent to swear.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
243	1	5	horatio	" Propose the oath, my lord.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
244	1	5	hamlet	" Never to speak of this that you have seen. Swear by my sword.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
245	1	5	ghost	" [_Beneath._] Swear.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
246	1	5	hamlet	" _Hic et ubique?_ Then we’ll shift our ground. Come hither,
gentlemen, And lay your hands again upon my sword. Never to speak of
this that you have heard. Swear by my sword.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
247	1	5	ghost	" [_Beneath._] Swear.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
248	1	5	hamlet	" Well said, old mole! Canst work i’ th’earth so fast? A worthy
pioner! Once more remove, good friends.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
249	1	5	horatio	" O day and night, but this is wondrous strange.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
250	1	5	hamlet	" And therefore as a stranger give it welcome. There are more
things in heaven and earth, Horatio, Than are dreamt of in your
philosophy. But come, Here, as before, never, so help you mercy, How
strange or odd soe’er I bear myself,— As I perchance hereafter shall
think meet To put an antic disposition on— That you, at such times
seeing me, never shall, With arms encumber’d thus, or this head-shake,
Or by pronouncing of some doubtful phrase, As ‘Well, we know’, or ‘We
could and if we would’, Or ‘If we list to speak’; or ‘There be and if
they might’, Or such ambiguous giving out, to note That you know aught
of me:—this not to do. So grace and mercy at your most need help you,
Swear.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
251	1	5	ghost	" [_Beneath._] Swear.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
252	1	5	hamlet	" Rest, rest, perturbed spirit. So, gentlemen, With all my love I
do commend me to you; And what so poor a man as Hamlet is May do
t’express his love and friending to you, God willing, shall not lack.
Let us go in together, And still your fingers on your lips, I pray. The
time is out of joint. O cursed spite, That ever I was born to set it
right. Nay, come, let’s go together.
"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
253	2	6	polonius	" Give him this money and these notes, Reynaldo.
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
254	2	6	reynaldo	" I will, my lord.
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
255	2	6	polonius	" You shall do marvellous wisely, good Reynaldo, Before you
visit him, to make inquiry Of his behaviour.
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256	2	6	reynaldo	" My lord, I did intend it.
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
257	2	6	polonius	" Marry, well said; very well said. Look you, sir, Enquire me
first what Danskers are in Paris; And how, and who, what means, and
where they keep, What company, at what expense; and finding By this
encompassment and drift of question, That they do know my son, come you
more nearer Than your particular demands will touch it. Take you as
’twere some distant knowledge of him, As thus, ‘I know his father and
his friends, And in part him’—do you mark this, Reynaldo?
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
258	2	6	reynaldo	" Ay, very well, my lord.
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259	2	6	polonius	" ‘And in part him, but,’ you may say, ‘not well; But if’t be
he I mean, he’s very wild; Addicted so and so;’ and there put on him
What forgeries you please; marry, none so rank As may dishonour him;
take heed of that; But, sir, such wanton, wild, and usual slips As are
companions noted and most known To youth and liberty.
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	2	6	reynaldo	" As gaming, my lord?
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261	2	6	polonius	" Ay, or drinking, fencing, swearing, Quarrelling, drabbing.
You may go so far.
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
262	2	6	reynaldo	" My lord, that would dishonour him.
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
263	2	6	polonius	" Faith no, as you may season it in the charge. You must not
put another scandal on him, That he is open to incontinency; That’s not
my meaning: but breathe his faults so quaintly That they may seem the
taints of liberty; The flash and outbreak of a fiery mind, A savageness
in unreclaimed blood, Of general assault.
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
264	2	6	reynaldo	" But my good lord—
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
265	2	6	polonius	" Wherefore should you do this?
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
266	2	6	reynaldo	" Ay, my lord, I would know that.
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
267	2	6	polonius	" Marry, sir, here’s my drift, And I believe it is a fetch of
warrant. You laying these slight sullies on my son, As ’twere a thing a
little soil’d i’ th’ working, Mark you, Your party in converse, him you
would sound, Having ever seen in the prenominate crimes The youth you
breathe of guilty, be assur’d He closes with you in this consequence;
‘Good sir,’ or so; or ‘friend,’ or ‘gentleman’— According to the phrase
or the addition Of man and country.
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
268	2	6	reynaldo	" Very good, my lord.
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
269	2	6	polonius	" And then, sir, does he this,— He does—What was I about to
say? By the mass, I was about to say something. Where did I leave?
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
270	2	6	reynaldo	" At ‘closes in the consequence.’ At ‘friend or so,’ and
‘gentleman.’
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
271	2	6	polonius	" At ‘closes in the consequence’ ay, marry! He closes with you
thus: ‘I know the gentleman, I saw him yesterday, or t’other day, Or
then, or then, with such and such; and, as you say, There was he
gaming, there o’ertook in’s rouse, There falling out at tennis’: or
perchance, ‘I saw him enter such a house of sale’— _Videlicet_, a
brothel, or so forth. See you now; Your bait of falsehood takes this
carp of truth; And thus do we of wisdom and of reach, With windlasses,
and with assays of bias, By indirections find directions out. So by my
former lecture and advice Shall you my son. You have me, have you not?
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
272	2	6	reynaldo	" My lord, I have.
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	2	6	polonius	" God b’ wi’ you, fare you well.
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	2	6	reynaldo	" Good my lord.
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
275	2	6	polonius	" Observe his inclination in yourself.
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	2	6	reynaldo	" I shall, my lord.
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	2	6	polonius	" And let him ply his music.
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	2	6	reynaldo	" Well, my lord.
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	2	6	polonius	" Farewell.
"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	2	6	polonius	"How now, Ophelia, what’s the matter?
"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
281	2	6	ophelia	" Alas, my lord, I have been so affrighted.
"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
282	2	6	polonius	" With what, in the name of God?
"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
283	2	6	ophelia	" My lord, as I was sewing in my chamber, Lord Hamlet, with his
doublet all unbrac’d, No hat upon his head, his stockings foul’d,
Ungart’red, and down-gyved to his ankle, Pale as his shirt, his knees
knocking each other, And with a look so piteous in purport As if he had
been loosed out of hell To speak of horrors, he comes before me.
"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
284	2	6	polonius	" Mad for thy love?
"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
285	2	6	ophelia	" My lord, I do not know, but truly I do fear it.
"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
286	2	6	polonius	" What said he?
"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
287	2	6	ophelia	" He took me by the wrist and held me hard; Then goes he to the
length of all his arm; And with his other hand thus o’er his brow, He
falls to such perusal of my face As he would draw it. Long stay’d he
so, At last,—a little shaking of mine arm, And thrice his head thus
waving up and down, He rais’d a sigh so piteous and profound As it did
seem to shatter all his bulk And end his being. That done, he lets me
go, And with his head over his shoulder turn’d He seem’d to find his
way without his eyes, For out o’ doors he went without their help, And
to the last bended their light on me.
"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
288	2	6	polonius	" Come, go with me. I will go seek the King. This is the very
ecstasy of love, Whose violent property fordoes itself, And leads the
will to desperate undertakings, As oft as any passion under heaven That
does afflict our natures. I am sorry,— What, have you given him any
hard words of late?
"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
289	2	6	ophelia	" No, my good lord; but as you did command, I did repel his
letters and denied His access to me.
"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
290	2	6	polonius	" That hath made him mad. I am sorry that with better heed and
judgment I had not quoted him. I fear’d he did but trifle, And meant to
wreck thee. But beshrew my jealousy! It seems it is as proper to our
age To cast beyond ourselves in our opinions As it is common for the
younger sort To lack discretion. Come, go we to the King. This must be
known, which, being kept close, might move More grief to hide than hate
to utter love.
"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
291	2	7	king	" Welcome, dear Rosencrantz and Guildenstern. Moreover that we much
did long to see you, The need we have to use you did provoke Our hasty
sending. Something have you heard Of Hamlet’s transformation; so I call
it, Since nor th’exterior nor the inward man Resembles that it was.
What it should be, More than his father’s death, that thus hath put him
So much from th’understanding of himself, I cannot dream of. I entreat
you both That, being of so young days brought up with him, And since so
neighbour’d to his youth and humour, That you vouchsafe your rest here
in our court Some little time, so by your companies To draw him on to
pleasures and to gather, So much as from occasion you may glean,
Whether aught to us unknown afflicts him thus That, open’d, lies within
our remedy.
"	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
292	2	7	queen	" Good gentlemen, he hath much talk’d of you, And sure I am, two
men there are not living To whom he more adheres. If it will please you
To show us so much gentry and good will As to expend your time with us
awhile, For the supply and profit of our hope, Your visitation shall
receive such thanks As fits a king’s remembrance.
"	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
293	2	7	rosencrantz	" Both your majesties Might, by the sovereign power you have
of us, Put your dread pleasures more into command Than to entreaty.
"	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
294	2	7	guildenstern	" We both obey, And here give up ourselves, in the full
bent, To lay our service freely at your feet To be commanded.
"	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
295	2	7	king	" Thanks, Rosencrantz and gentle Guildenstern.
"	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
296	2	7	queen	" Thanks, Guildenstern and gentle Rosencrantz. And I beseech you
instantly to visit My too much changed son. Go, some of you, And bring
these gentlemen where Hamlet is.
"	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
297	2	7	guildenstern	" Heavens make our presence and our practices Pleasant and
helpful to him.
"	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
298	2	7	queen	" Ay, amen.
"	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
299	2	7	polonius	" Th’ambassadors from Norway, my good lord, Are joyfully
return’d.
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300	2	7	king	" Thou still hast been the father of good news.
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301	2	7	polonius	" Have I, my lord? Assure you, my good liege, I hold my duty,
as I hold my soul, Both to my God and to my gracious King: And I do
think,—or else this brain of mine Hunts not the trail of policy so sure
As it hath us’d to do—that I have found The very cause of Hamlet’s
lunacy.
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
302	2	7	king	" O speak of that, that do I long to hear.
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
303	2	7	polonius	" Give first admittance to th’ambassadors; My news shall be the
fruit to that great feast.
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304	2	7	king	" Thyself do grace to them, and bring them in.
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
305	2	7	king	"He tells me, my sweet queen, that he hath found The head and source of
all your son’s distemper.
"	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
306	2	7	queen	" I doubt it is no other but the main, His father’s death and our
o’erhasty marriage.
"	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307	2	7	king	" Well, we shall sift him.
"	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
308	2	7	king	"Welcome, my good friends! Say, Voltemand, what from our brother Norway?
"	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
309	2	7	voltemand	" Most fair return of greetings and desires. Upon our first,
he sent out to suppress His nephew’s levies, which to him appear’d To
be a preparation ’gainst the Polack; But better look’d into, he truly
found It was against your Highness; whereat griev’d, That so his
sickness, age, and impotence Was falsely borne in hand, sends out
arrests On Fortinbras; which he, in brief, obeys, Receives rebuke from
Norway; and in fine, Makes vow before his uncle never more To give
th’assay of arms against your Majesty. Whereon old Norway, overcome
with joy, Gives him three thousand crowns in annual fee, And his
commission to employ those soldiers So levied as before, against the
Polack: With an entreaty, herein further shown, [_Gives a paper._] That
it might please you to give quiet pass Through your dominions for this
enterprise, On such regards of safety and allowance As therein are set
down.
"	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
310	2	7	king	" It likes us well; And at our more consider’d time we’ll read,
Answer, and think upon this business. Meantime we thank you for your
well-took labour. Go to your rest, at night we’ll feast together:. Most
welcome home.
"	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
311	2	7	polonius	" This business is well ended. My liege and madam, to
expostulate What majesty should be, what duty is, Why day is day, night
night, and time is time. Were nothing but to waste night, day and time.
Therefore, since brevity is the soul of wit, And tediousness the limbs
and outward flourishes, I will be brief. Your noble son is mad. Mad
call I it; for to define true madness, What is’t but to be nothing else
but mad? But let that go.
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	2	7	queen	" More matter, with less art.
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
313	2	7	polonius	" Madam, I swear I use no art at all. That he is mad, ’tis
true: ’tis true ’tis pity; And pity ’tis ’tis true. A foolish figure,
But farewell it, for I will use no art. Mad let us grant him then. And
now remains That we find out the cause of this effect, Or rather say,
the cause of this defect, For this effect defective comes by cause.
Thus it remains, and the remainder thus. Perpend, I have a
daughter—have whilst she is mine— Who in her duty and obedience, mark,
Hath given me this. Now gather, and surmise. [_Reads._] _To the
celestial, and my soul’s idol, the most beautified Ophelia_— That’s an
ill phrase, a vile phrase; ‘beautified’ is a vile phrase: but you shall
hear. [_Reads._] _these; in her excellent white bosom, these, &c._
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
314	2	7	queen	" Came this from Hamlet to her?
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
315	2	7	polonius	" Good madam, stay awhile; I will be faithful. [_Reads._]
_Doubt thou the stars are fire, Doubt that the sun doth move, Doubt
truth to be a liar, But never doubt I love. O dear Ophelia, I am ill at
these numbers. I have not art to reckon my groans. But that I love thee
best, O most best, believe it. Adieu. Thine evermore, most dear lady,
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316	2	7	hamlet	"_ This in obedience hath my
daughter show’d me; And more above, hath his solicitings, As they fell
out by time, by means, and place, All given to mine ear.
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317	2	7	king	" But how hath she receiv’d his love?
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318	2	7	polonius	" What do you think of me?
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
319	2	7	king	" As of a man faithful and honourable.
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320	2	7	polonius	" I would fain prove so. But what might you think, When I had
seen this hot love on the wing, As I perceiv’d it, I must tell you
that, Before my daughter told me, what might you, Or my dear Majesty
your queen here, think, If I had play’d the desk or table-book, Or
given my heart a winking, mute and dumb, Or look’d upon this love with
idle sight, What might you think? No, I went round to work, And my
young mistress thus I did bespeak: ‘Lord Hamlet is a prince, out of thy
star. This must not be.’ And then I precepts gave her, That she should
lock herself from his resort, Admit no messengers, receive no tokens.
Which done, she took the fruits of my advice, And he, repulsed,—a short
tale to make— Fell into a sadness, then into a fast, Thence to a watch,
thence into a weakness, Thence to a lightness, and, by this declension,
Into the madness wherein now he raves, And all we wail for.
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
321	2	7	king	" Do you think ’tis this?
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322	2	7	queen	" It may be, very likely.
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	2	7	polonius	" Hath there been such a time, I’d fain know that, That I have
positively said ‘’Tis so,’ When it prov’d otherwise?
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324	2	7	king	" Not that I know.
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
325	2	7	polonius	" Take this from this, if this be otherwise. [_Points to his
head and shoulder._] If circumstances lead me, I will find Where truth
is hid, though it were hid indeed Within the centre.
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
326	2	7	king	" How may we try it further?
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327	2	7	polonius	" You know sometimes he walks four hours together Here in the
lobby.
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
328	2	7	queen	" So he does indeed.
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
329	2	7	polonius	" At such a time I’ll loose my daughter to him. Be you and I
behind an arras then, Mark the encounter. If he love her not, And be
not from his reason fall’n thereon, Let me be no assistant for a state,
But keep a farm and carters.
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
330	2	7	king	" We will try it.
"	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
331	2	7	queen	" But look where sadly the poor wretch comes reading.
"	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
332	2	7	polonius	" Away, I do beseech you, both away I’ll board him presently.
O, give me leave.
"	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
333	2	7	polonius	"How does my good Lord Hamlet?
"	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
334	2	7	hamlet	" Well, God-a-mercy.
"	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
335	2	7	polonius	" Do you know me, my lord?
"	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
336	2	7	hamlet	" Excellent well. You’re a fishmonger.
"	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337	2	7	polonius	" Not I, my lord.
"	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
338	2	7	hamlet	" Then I would you were so honest a man.
"	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
339	2	7	polonius	" Honest, my lord?
"	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340	2	7	hamlet	" Ay sir, to be honest, as this world goes, is to be one man
picked out of ten thousand.
"	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
341	2	7	polonius	" That’s very true, my lord.
"	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
342	2	7	hamlet	" For if the sun breed maggots in a dead dog, being a good
kissing carrion,— Have you a daughter?
"	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
343	2	7	polonius	" I have, my lord.
"	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
344	2	7	hamlet	" Let her not walk i’ th’ sun. Conception is a blessing, but not
as your daughter may conceive. Friend, look to’t.
"	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
345	2	7	polonius	" How say you by that? [_Aside._] Still harping on my daughter.
Yet he knew me not at first; he said I was a fishmonger. He is far
gone, far gone. And truly in my youth I suffered much extremity for
love; very near this. I’ll speak to him again.—What do you read, my
lord?
"	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
346	2	7	hamlet	" Words, words, words.
"	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
347	2	7	polonius	" What is the matter, my lord?
"	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
348	2	7	hamlet	" Between who?
"	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
349	2	7	polonius	" I mean the matter that you read, my lord.
"	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
