	chapitre	livre	text	Berbedienne	Bérangère	Cenaine	Charmolue	Châteaupers	Claude Frollo	Coictier	Colombe	Coppenole	Cousin	Djali	Duc	Esmeralda	Esouteville	Falourdel	Fleur-de-Lys	Gondelaurier	Gringoire	Hoctement	Jehan Frollo	Louis XI	Olivier	Paquette	Quasimodo	Torterue	Tristan	Trouillefou
906	15	3	vu à vol de oiseau ce trois bourg le cité le université le ville présenter chacun à le oeil un tricot inextricable de rue bizarrement brouiller cependant au premier aspect on reconnaître que ce trois fragment de cité former un seul corps on voir tout de suite deux long rue parallèle sans rupture sans perturbation presque en ligne droite qui traverser à le fois le trois ville de un bout à le autre de midi au nord perpendiculairement à le seine le lier le mêler infusaient verser transvasaient sans relâche le peuple de le un dans le mur de le autre et de trois n en faire qu un le premier de ce deux rue aller de le porte saint-jacques à le porte saint-martin lui se appeler rue saint-jacques dans le université rue de le juiverie dans le cité rue saint-martin dans le ville lui passer le eau deux fois sous le nom de petit-pont et de pont notre-dame le second qui se appeler rue de le harpe sur le rive gauche rue de le barillerie dans le île rue saint-denis sur le rive droite pont saint-michel sur un bras de le seine pont-au-change sur le autre aller de le porte saint-michel dans le université à le porte saint-denis dans le ville de reste sous tant de nom divers ce n être toujours que deux rue mais le deux rue mère le deux rue générateur le deux artère de paris tout le autre veine de le triple ville venir y puiser où se y dégorger	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
907	15	3	indépendamment de ce deux rue principal diamétrales percer paris de part en part dans son largeur commune à le capitale entier le ville et le université avoir chacun leur grand rue particulier qui courir dans le sens de leur longueur parallèlement à le seine et en passer couper à angle droit le deux rue artérielles ainsi dans le ville on descendre en droite lign de le porte saint-antoine à le porte saint-honoré dans le université de le porte saint-victor à le porte saint-germain ce deux grand voie croisé avec le deux premier former le canevas sur lequel reposer nouer et serrer en tout sens le réseau dédaléen de rue de paris dans le dessin inintelligible de ce réseau on distinguer en outre en examiner avec attention comme deux gerbe élargir le un dans le université le autre dans le ville deux trousseau de gros rue qui aller se épanouir de pont à porte	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
908	15	3	quelque chose de ce plan géométral subsiste encore aujourd'hui	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
909	15	3	maintenant sous quel aspect ce ensemble se présenter il voir de haut de tour de notre-dame en ce être ce que nous aller tâcher de dire	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
910	15	3	pour le spectateur qui arriver essouffler sur ce faîte ce être de abord un éblouissement de toit de cheminée de rue de pont de place de flèche de clocher tout vous prendre à oeil à le fois le pignon tailler le toiture aigu le tourelle suspendre à angle de mur le pyramide de pierre de onzième siècle le obélisque de ardoise de quinzième le tour rond et nue de donjon le tour carré et broder de le église le grand le petit le massif le aérien le regard se perdre longtemps à tout profondeur dans ce labyrinthe où il n y avoir rien qui n avoir son originalité son raison son génie son beauté rien qui ne venir de le art depuis le moindre maison à devanture peindre et sculpter à charpente extérieur à porte surbaisser à étage en surplomb jusque au royal louvre qui avoir alors un colonnade de tour mais voici le principal masse qu on distinguer lorsque le oeil commencer à se faire à ce tumulte de édifice	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
911	15	3	de abord le cité le île de le cité comme dire sauval qui à travers son fatras avoir quelquefois de ce bon fortune de style le île de le cité être faire comme un grand navire enfoncer dans le vase et échouer au fil de le eau vers le milieu de le seine nous venir de expliquer que au quinzième siècle ce navire être amarrer à deux rive de fleuve par cinq pont ce forme de vaisseau avoir aussi frapper le scribe héraldique car ce être de là et non de siège de normand que venir selon favyn et pasquier le navire qui blasonne le vieux écusson de paris pour qui savoir le déchiffrer le blason être un algèbre le blason être un langue le histoire entier de le second moitié de moyen âge être écrire dans le blason comme le histoire de le premier moitié dans le symbolisme de église roman ce être le hiéroglyphe de le féodalité après celui de le théocratie	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
912	15	3	le cité donc se offrir de abord à oeil avec son poupe au lever et son proue au couchant tourner vers le proue on avoir devant soi un innombrable troupeau de vieux toit sur lequel se arrondir largement le chevet plomber de le sainte-chapelle pareil à un croupe de éléphant charger de son tour seulement ici ce tour être le flèche le plus hardie le plus ouvrer le plus menuiser le plus déchiquetée qui avoir jamais laisser voir le ciel à travers son cône de dentelle devant notre-dame au plus près trois rue se dégorger dans le parvis bel place à vieux maison sur le côté sud de ce place se pencher le façade rider et rechignée de le hôtel dieu et son toit qui semble couvrir de pustule et de verrue puis à droite à gauche à le orier à le occident dans ce enceinte si étroite pourtant de le cité se dresser le clocher de son vingt-une église de tout date de tout forme de tout grandeur depuis le bas et vermoulue campanule roman de saint-denys-du-pa carcer glaucini jusque à fin aiguille de saint-pierre-aux-boeuf et de saint-landry derrière notre-dame se dérouler au nord le cloître avec son galerie gothique au sud le palais demi-roman de le évêque au lever le pointe désert de terrain dans ce entassement de maison le oeil distinguer encore à ce haut mitre de pierre percer à jour qui couronner alors sur le toit même le fenêtre le plus élevé de palais le hôtel donner par le ville sous charles vi à juvénal de ursins un peu plus loin le baraque goudronner de marché palus ailleurs encore le abside neuf de saint-germain-le-vieux rallonger en avec un bout de le rue à febves et puis par place un carrefour encombré de peuple un pilori dresser à un coin de rue un beau morceau de pavé de philippe auguste magnifique dallage rayer pour le pied de cheval au milieu de le voie et si mal remplacer au seizième siècle par le misérable cailloutage dire pavé de le ligue un arrière-cour désert avec un de ce diaphane tourelle de le escalier comme on en faire au quinzième siècle comme on en voir encore un rue de bourdonnai enfin à droite de le sainte-chapelle vers le coucher le palais de justice asseoir au bord de le eau son groupe de tour le futaie de jardin de roi qui couvrir le pointe occidental de le cité masquer le îlot de passeur quant à le eau de haut de tour de notre-dame on ne le voir guère de deux côté de le cité le seine disparaître sous le pont le pont sous le maison	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
913	15	3	et quand le regard passer ce pont dont le toit verdissaient à le oeil moisir avant le âge par le vapeur de le eau s il se diriger à gauche vers le université le premier édifice qui le frapper ce être un gros et bas gerbe de tour le petit-châtelet dont le porche béer dévorer le bout de petit-pont puis si votre vue parcourir le vue de lever au couchant de le tournelle à le tour de nesle ce être un long cordon de maison à solive sculpter à vitre de couleur surplomber de étage en étage sur le pavé un interminable zigzag de pignon bourgeois couper fréquemment par le bouche de un rue et de temps en temps aussi par le face ou par le coude de un grand hôtel de pierre se carrer à son aise cours et jardin aile et corps de logis parmi ce populace de maison serrer et étriquer comme un grand seigneur dans un tas de manant il y avoir cinq ou six de ce hôtel sur le quai depuis le logis de lorraine qui partager avec le bernardins le grand enclos voisin de le tournelle jusque à le hôtel de nesle dont le tour principal borner paris et dont le toit pointu être en possession pendant trois mois de le année de échancrer de leur triangle noir le disque écarlate de soleil couchant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
914	15	3	ce côté de le seine de reste être le moins marchand de deux le écolier y faire plus de bruit et de foule que le artisan et il n y avoir à proprement parler de quai que de pont saint-michel à le tour de nesle le reste de bord de le seine être tantôt un grève nu comme au delà de bernardins tantôt un entassement de maison qui avoir le pied dans le eau comme entre le deux pont il y avoir grand vacarme de blanchisseur lui crier parler chanter de matin au soir le long de bord et y battre fort le linge comme de notre jour ce n être pas le moindre gaieté de paris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
915	15	3	le université faire un bloc à le oeil de un bout à le autre ce être un tout homogène et compact ce mille toit dru anguleux adhérent composer presque tout de même élément géométrique offrir voir de haut le aspect de un cristallisation de le même substance le capricieux ravin de rue ne couper pas ce pâté de maison en tranche trop disproportionner le quarante deux collège y être disséminer de un manière assez égal et il y en avoir partout le faîte varier et amusant de ce beal édifice être le produit de même art que le simple toit qu il dépasser et n être en définitive que un multiplication au carré ou au cube de le même figure géométrique il compliquer donc le ensemble sans le troubler le compléter sans le charger le géométrie être un harmonie quelque beal hôtel faire aussi çà et là de magnifique saillie sur le grenier pittoresque de le rive gauche le logis de nevers le logis de rome le logis de reims qui avoir disparaître le hôtel de cluny qui subsiste encore pour le consolation de le artiste et dont on avoir si bêtement découronner le tour il y avoir quelque année près de cluny ce palais romain à bel arche cintrée ce être le thermes de julien il y avoir aussi force abbaye de un beauté plus dévot de un grandeur plus grave que le hôtel mais non moins bel non moins grand celui qui éveiller de abord le oeil ce être le bernardin avec leur trois clocher sainte-geneviève dont le tour carré qui existe encore faire tant regretter le reste le sorbonne moitié collège moitié monastère dont il survivre un si admirable nef le beau cloître quadrilatéral de mathurin son voisin le cloître de saint-benoît dans le mur duquel on avoir avoir le temps de bâcler un théâtre entre le septième et le huitième édition de ce livre le cordelier avec leur trois énorme pignon juxtaposer le augustin dont le gracieux aiguille faire après le tour de nesle le deuxième dentelure de ce côté de paris à partir de le occident le collège qui être en effet le anneau intermédiaire de cloître au monde tenir le milieu dans le série monumental entre le hôtel et le abbaye avec un sévérité plein de élégance un sculpture moins évaporer que le palais un architecture moins sérieux que le couvent il ne reste malheureusement presque rien de ce monument où le art gothique entrecouper avec tant de précision le richesse et le économie le église et lui être nombreux et splendide dans le université et lui se échelonner là aussi dans tout le âge de le architecture depuis le plein cintre de saint-julien jusque à ogive de saint-séverin le église dominer le tout et comme un harmonie de plus dans ce masse de harmonie lui percer à chaque instant le découpure multiple de pignon de flèche taillader de clocher à jour de aiguille délié dont le ligne n être aussi que un magnifique exagération de le angle aigu de toit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
916	15	3	le sol de le université être montueux le montagne sainte-geneviève y faire au sud-est un ampoule énorme et ce être un chose à voir de haut de notre-dame que ce foule de rue étroit et tortue aujourd'hui le pays latin ce grappe de maison qui répandre en tout sens de sommet de ce éminence se précipiter en désordre et presque à pic sur son flanc jusque au bord de le eau avoir le air le une de tomber le autre de regrimper tout de se retenir le une à autre un flux continuel de mille point noir qui se entrecroiser sur le pavé faire tout remuer à oeil ce être le peuple voir ainsi de haut et de loin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
917	15	3	enfin dans le intervalle de ce toit de ce flèche de ce accident de édifice sans nombre qui plier tordre et dentelaient de un manière si bizarre le ligne extrême de le université on entrevoir de espace en espace un gros pan de mur moussu un épaisse tour rond un porte de ville crénelé figurer le forteresse ce être le clôture de philippe auguste au delà verdoyaient le pré au delà se enfuir le route le long desquelles traîner encore quelque maison de faubourg de autant plus rare que lui se éloigner plus quelque un de ce faubourg avoir de le importance ce être de abord à partir de le tournelle le bourg saint-victor avec son pont de un arche sur le bièvre son abbaye où on lire le épitaphe de louis le gros epitaphium ludovici grossi et son église à flèche octogone flanquée de quatre clocheton de onzième siècle on en pouvoir voir un pareil à étampes lui n être pas encore abattre puis le bourg saint-marceau qui avoir déjà trois église et un couvent puis en laisser à gauche le moulin de gobelins et son quatre mur blanc ce être le faubourg saint-jacques avec le bel croix sculpter de son carrefour le église de saint-jacques de haut-pas qui être alors gothique pointue et charmant saint-magloire bel nef de quatorzième siècle dont napoléon faire un grenier à foin notre-dame-des-champs où il y avoir un mosaïque byzantin enfin après avoir laisser en plein champ le monastère de chartreux riche édifice contemporain de palais de justice avec son petit jardin à compartiment et le ruine mal hanter de vauvert le oeil tomber à le occident sur le trois aiguille roman de saint-germain-des-prés le bourg saint-germain déjà un gros commune faire quinze ou vingt rue derrièr le clocher aigu de saint-sulpice marquer un de coin de bourg tout à côté on distinguer le enceinte quadrilatéral de le foire saint-germain où être aujourd'hui le marché puis le pilori de le abbé joli petit tour rond bien coiffer de un cône de plomb le tuilerie être plus loin et le rue de four qui mener au four banal et le moulin sur son butte et le maladrerie maisonnette isolé et mal vue mais ce qui attirer surtout le regard et le fixer longtemps sur ce point ce être le abbaye lui-même il être certain que ce monastère qui avoir un grand mine et comme église et comme seigneurie ce palais abbatial où le évêque de paris se estimer heureux de coucher un nuit ce réfectoire auquel le architecte avoir donner le air le beauté et le splendide rosace de un cathédrale ce élégant chapelle de le vierge ce dortoir monumental ce vaste jardin ce herse ce pont-levis ce enveloppe de créneau qui entailler à oeil le verdure de pré de alentour ce cours où reluisaient de homme de arme mêler à un chape de or le tout groupé et rallier autour de trois haut flèche à plein cintre bien assise sur un abside gothique faire un magnifique figure à le horizon	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
918	15	3	quand enfin après avoir longtemps considérer le université vous vous tourner vers le rive droite vers le ville le spectacle changer brusquement de caractère le ville en effet beaucoup plus grand que le université être aussi moins un au premier aspect on le voir se diviser en plusieurs masse singulièrement distinct de abord au lever dans ce partie de le ville qui recevoir encore aujourd'hui son nom de marais où camulogène embourber césar ce être un entassement de palais le pâté venir jusque au bord de le eau quatre hôtel presque adhérent jouy sens barbeau le logis de le reine miraient dans le seine leur comble de ardoise couper de svelte tourelle ce quatre édifice emplir le espace de le rue de nonaindière à le abbaye de célestins dont le aiguille relever gracieusement leur ligne de pignon et de créneau quelque masure verdâtre pencher sur le eau devant ce somptueux hôtel n empêcher pas de voir le beal angle de leur façade leur large fenêtre carré à croisé de pierre leur porche ogive surcharger de statue le vif arête de leur mur toujours nettement couper et tout ce charmant hasard de architecture qui faire que le art gothique avoir le air de recommencer son combinaison à chaque monument derrière ce palais courir dans tout le direction tantôt refendue palissader et crénelée comme un citadelle tantôt voiler de grand arbre comme un chartreuse le enceinte immense et multiforme de ce miraculeux hôtel de saint-pol où le roi de france avoir de quoi loger superbement vingt-deux prince de le qualité de dauphin et de duc de bourgogne avec leur domestique et leur suite sans compter le grand seigneur et le empereur quand il venir voir paris et le lion qui avoir leur hôtel à part dans le hôtel royal dire ici que un appartement de prince ne se composer pas alors de moins de onze salle depuis le chambre de parade jusque au prier dieu sans parler un galerie un bain un étuve et autre lieu superflu dont chaque appartement être pourvoir sans parler un jardin particulier de chaque hôte de roi sans parler un cuisine un cellier un office un réfectoire général de le maison un basse-cour où il y avoir vingt-deux laboratoire général depuis le fourille jusque à le échansonnerie un jeu de mille sorte le mail le paume le bague de volière un poissonnerie un ménagerie un écurie un étable un bibliothèque un arsenal et de fonderie voilà ce que ce être alors que un palais de roi un louvre un hôtel saint-pol un cité dans le cité	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
919	15	3	de le tour où nous nous être placer le hôtel saint-pol presque à demi cacher par le quatre grand logis dont nous venir de parler être encore fort considérable et fort merveilleux à voir on y distinguer très bien quoique habilement souder au bâtiment principal par de long galerie à vitrail et à colonnette le trois hôtel que charles v avoir amalgamer à son palais le hôtel de petit-muce avec le balustrade en dentelle qui ourler gracieusement son toit le hôtel de le abbé de saint-maur avoir le relief de un château fort un gros tour de mâchicoulis de meurtrière un moineau de fer et sur le large porte saxon le écusson de le abbé entre le deux entaille de pont-levis le hôtel de comte de étampes dont le donjon ruiner à son sommet se arrondir à oeil ébrécher comme un crête de coq çà et là trois ou quatre vieux chêne faire touffe ensembl comme d énorme chou fleur de ébat de cygne dans le clair eau de vivier tout plissée de ombre et de lumière force cours dont on voir un bout pittoresque le hôtel de lion avec son ogive bas sur de court pilier saxon son herse de fer et son rugissement perpétuel tout à travers ce ensemble le flèche écailler de le ave maria à gauche le logis de prévôt de paris flanquer de quatre tourelle finement évidée au milieu au fond le hôtel saint-pol proprement dire avec son façade multiplier son enrichissement successif depuis charles v le excroissance hybride dont le fantaisie de architecte l avoir charger depuis deux siècle avec tout le abside de son chapelle tout le pignon de son galerie mille girouette à quatre vent et son deux haut tour contigu dont le toit conique entourer de créneau à son base avoir le air de ce chapeau pointu dont le bord être relever	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
920	15	3	en continuer de monter le étage de ce amphithéâtre de palais développer au loin sur le sol après avoir franchir un ravin profond creuser dans le toit de le ville lequel marquer le passage de le rue saint-antoine le oeil et nous nous borner toujours à principal monument arriver au logis de angoulême vaste construction de plusieurs époque où il y avoir un party tout neuf et très blanc qui ne se fondre guère mieux dans le ensemble que un pièce rouge à un pourpoint bleu cependant le toit singulièrement aigu et élevé de palais moderne hérisser de gouttière ciseler couvert de lame de plomb où se rouler en mille arabesque fantasque de étincelant incrustation de cuivre doré ce toit si curieusement damasquiné se élancer avec grâce de milieu de brune ruine de le ancien édifice dont le vieux gros tour bomber par le âge comme un futaille se affaisser sur lui même de vétusté et se déchirer de haut en bas ressembler à de gros ventre déboutonner derrière se élever le forêt de aiguille de palais de tournelle pas de coup de oeil au monde ni à chambord ni à le alhambra plus magique plus aérien plus prestigieux que ce futaie de flèche de clocheton de cheminée de girouette de spirale de vis de lanterne trouer par le jour qui sembler frapper à le emporte pièce de pavillon de tourelle en fuseau ou comme on dire alors de tournelle tout divers de forme de hauteur et de attitude on avoir dire un gigantesque échiquier de pierre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
921	15	3	à droite de tournelle ce botte de énorme tour de un noir de encre entrer le une dans le autre et ficeler pour ainsi dire par un fossé circulaire ce donjon beaucoup plus percer de meurtrière que de fenêtre ce pont-levis toujours dresser ce herse toujours tomber ce être le bastille ce espèce de bec noir qui sortir de entre le créneau et que vous prendre de loin pour un gouttière ce être un canon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
922	15	3	sous leur boulet au pied de formidable édifice voici le porte saint-antoine enfouir entre son deux tour	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
923	15	3	au delà de tournelle jusque à le muraille de charles v se dérouler avec de riche compartiment de verdure et de fleur un tapis velouté de culture et de parc royal au milieu desquels on reconnaître à son labyrinthe de arbre et de allée le fameux jardin dédalu que louis xi avoir donner à coictier le observatoire de docteur se élever au-dessus de dédale comme un gros colonne isolé avoir un maisonnette pour chapiteau il se être faire dans ce officine de terrible astrologie	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
924	15	3	là être aujourd'hui le place royal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
925	15	3	comme nous venir de le dire le quartier de palais dont nous avoir tâcher de donner quelque idée au lecteur en n indiquer néanmoins que le sommité emplir le angle que le enceinte de charles v faire avec le seine à le orient le centre de le ville être occuper par un monceau de maison à peuple ce être là en effet que se dégorger le trois pont de le cité sur le rive droite et le pont faire un maison avant un palais ce amas de habitation bourgeois presser comme le alvéole dans le ruche avoir son beauté il en être de toit de un capitale comme un vague de un mer cela être grand de abord le rue croisée et brouiller faire dans le bloc cent figure amusant autour de halle ce être comme un étoile à mille raie le rue saint-denis et saint-martin avec leur innombrable ramification monter le un après le autre comme deux gros arbre qui mêler leur branche et puis un ligne tortue le rue de le plâtrerie de le verrerie de le tixeranderie etc serpenter sur le tout il y avoir aussi de beal édifice qui percer le ondulation pétrifier de ce mer de pignon ce être à le tête de pont-aux-changeur derrière lequel on voir mousser le seine sous le roue de pont-aux-meunier ce être le châtelet non plus tour romain comme sous julien le apostat mais tour féodal de treizième siècle et de un pierre si dur que le pic en trois heure n en lever pas le épaisseur de poing ce être le riche clocher carré de saint-jacques-de-la-boucherie avec son angle tout émousser de sculpture déjà admirable quoique il ne être pas achever au quinzième siècle il lui manquer en particulier ce quatre monstre qui aujourd'hui encore percher à encoignure de son toit avoir le air de quatre sphinx qui donner à deviner au nouveau paris le énigme de le ancien rault le sculpteur ne le poser que en et il avoir vingt franc pour son peine ce être le maison-aux-piliers ouvrir sur ce place de grève dont nous avoir donner quelque idée au lecteur ce être saint-gervais que un portail de bon goût avoir gâter depuis saint-méry dont le vieux ogive être presque encore de plein cintre saint-jean dont le magnifique aiguille être proverbial ce être vingt autre monument qui ne dédaigner pas de enfouir leur merveille dans ce chaos de rue noir étroit et profond ajouter le croix de pierre sculpter plus prodiguer encore dans le carrefour que le gibet le cimetière de innocent dont on apercevoir au loin par dessus le toit le enceinte architectural le pilori de halle dont on voir le faîte entre deux cheminée de le rue de le cossonnerie le échelle de le croix-du-trahoir dans son carrefour toujours noir de peuple le masure circulaire de le halle au blé le tronçon de le ancien clôture de philippe auguste qu on distinguer çà et là noyer dans le maison tour ronger de lierre porte ruiner pan de mur croulant et déformer le quai avec son mille boutique et son écorcherie saignant le seine charger de bateau de port-au-foin au for le évêque et vous avoir un image confus de ce qu être en le trapèze central de le ville	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
926	15	3	avec ce deux quartier le un de hôtel le autre de maison le troisième élément de le aspect qu offrir le ville ce être un long zone de abbaye qui le border dans presque tout son pourtour de lever au couchant et en arrière de le enceinte de fortification qui fermer paris lui faire un second enceint intérieur de couvent et de chapelle ainsi immédiatement à côté de parc de tournelle entre le rue saint-antoine et le vieux rue de temple il y avoir sainte-catherine avec son immense culture qui n être borner que par le muraille de paris entre le vieux et le nouveau rue de temple il y avoir le temple sinistre faisceau de tour haut debout et isolé au milieu de un vaste enclos crénelé entre le rue neuve-du-temple et le rue saint-martin ce être le abbaye de saint-martin au milieu de son jardin superbe église fortifier dont le ceinture de tour dont le tiare de clocher ne le céder en force et en splendeur que à saint-germain-des-prés entre le deux rue saint-martin et saint-denis se développer le enclos de le trinité enfin entre le rue saint-denis et le rue montorgueil le fille dieu à côté on distinguer le toit pourrir et le enceinte dépaver de le cour de miracle ce être le seul anneau profane qui se mêlât à ce dévot chaîne de couvent	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
927	15	3	enfin le quatrième compartiment qui se dessiner de lui-même dans le agglomération de toit de le rive droite et qui occuper le angle occidental de le clôture et le bord de le eau en aval ce être un nouveau noeud de palais et de hôtel serrer à pied de louvre le vieux louvre de philippe auguste ce édifice démesuré dont le gros tour rallier vingt-trois maîtresse tour autour de lui sans compter le tourelle sembler de loin enchâsser dans le comble gothique de le hôtel de alençon et de petit-bourbon ce hydre de tour gardien géant de paris avec son vingt-quatre tête toujours dresser avec son croupe monstrueux plomber ou écailler de ardoise et tout ruisselante de reflet métallique terminer de un manière surprenant le configuration de le ville au couchant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
928	15	3	ainsi un immense pâté ce que le romain appeler insula de maison bourgeois flanquer à droite et à gauche de deux bloc de palais couronner le un par le louvre le autre par le tournelle border au nord de un long ceinture de abbaye et de enclos cultiver le tout amalgamer et fondre au regard sur ce mille édifice dont le toit de tuile et de ardoise découper le un sur le autre tant de chaîne bizarre le clocher tatouer gaufrer et guilloché de quarante quatre église de le rive droite un myriade de rue au travers pour limite de un côté un clôture de haut muraille à tour carré celui de le université être à tour rond de le autre le seine couper de pont et charrier force bateau voilà le ville au quinzième siècle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
929	15	3	au delà de muraille quelque faubourg se presser à porte mais moins nombreux et plus épars que celui de le université ce être derrière le bastille vingt masure pelotonner autour de curieux sculpture de le croix faubin et un arc-boutant de le abbaye saint-antoine de champs puis popincourt perdre dans le blé puis le courtille joyeux village de cabaret le bourg saint-laurent avec son église dont le clocher de loin sembler se ajouter à tour pointu de le porte saint-martin le faubourg saint-denis avec le vaste enclos de saint-ladre hors de le porte montmartre le grange batelier ceinte de muraille blanc derrière lui avec son pente de craie montmartre qui avoir alors presque autant de église que de moulin et qui n avoir garder que le moulin car le société ne demande plus maintenant que le pain de corps enfin au delà de louvre on voir se allonger dans le prés le faubourg saint-honoré déjà fort considérable alors et verdoyer le petite-bretagne et se dérouler le march aux-pourceaux au centre duquel se arrondir le horrible fourneau à bouillir le faux-monnayeur entre le courtille et saint-laurent votre oeil avoir déjà remarquer au couronnement de un hauteur accroupir sur un plaine désert un espèce de édifice qui ressembler de loin à un colonnade en ruine debout sur un soubassement déchaussé ce n être ni un parthénon ni un temple de jupiter olympien ce être montfaucon	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
930	15	3	maintenant si le dénombrement de tant de édifice quelque sommaire que nous l avoir vouloir faire n avoir pas pulvériser à mesure que nous le construision dans le esprit de lecteur le image général de vieux paris nous le résumer en quelque mot au centre le île de le cité ressembler par son forme à un énorme tortue et faire sortir son pont écaillé de tuile comme un patte de dessous son grise carapace de toit à gauche le trapèze monolithe ferme dense serrer hérisser de le université à droite le vaste demi-cercle de le ville beaucoup plus mêler de jardin et de monument le trois bloc cité université ville marbré de rue sans nombre tout au travers le seine le nourricière seine comme dire le père de breul obstruer de île de pont et de bateau tout autour un plaine immense rapiécer de mille sorte de culture semer de beal village à gauche issy vanvres vaugirard montrouge gentilly avec son tour rond et son tour carré etc à droite vingt autre depuis conflans jusque à le ville-l vêque à le horizon un ourlet de colline disposer en cercle comme le rebord de bassin enfin au loin à le orient vincennes et son sept tour quadrangulaire au sud bicêtre et son tourelle pointu au septentrion saint-denis et son aiguille à le occident saint-cloud et son donjon voilà le paris que voir de haut de tour de notre-dame le corbeau qui vivre en	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
931	15	3	ce être pourtant de ce ville que voltaire avoir dire qu aver louis xiv lui ne posséder que quatre beal monuments le dôme de le sorbonne le val-de-grâce le louvre moderne et je ne savoir plus le quatrième le luxembourg peut tre heureusement voltaire n en avoir pas moins faire candide et n en être pas moins de tout le homme qui se être succéder dans le long série de le humanité celui qui avoir le mieux avoir le rire diabolique cela prouve de ailleurs que on pouvoir être un beau génie et ne rien comprendre à un art dont on n être pas molière ne croire il pas faire beaucoup de honneur à raphaël et à michel ange en le appeler ce mignard de leur âge	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
932	15	3	revenir à paris et au quinzième siècle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
933	15	3	ce n être pas alors seulement un bel ville ce être un ville homogène un produit architectural et historique de moyen âge un chronique de pierre ce être un cité former de deux couche seulement le couche roman et le couche gothique car le couche romain avoir disparaître depuis longtemps excepté à thermes de julien où lui percer encore le croûte épais de moyen âge quant à le couche celtique on n en trouver même plus d échantillon en creuser un puits	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
934	15	3	cinquante an plus tard lorsque le renaissance venir mêler à ce unité si sévère et pourtant si varier le luxe éblouissant de son fantaisie et de son système son débauche de plein cintre romain de colonne grec et de surbaissement gothique son sculpture si tendre et si idéal son goût particulier de arabesque et de acanthe son paganisme architectural contemporain de luther paris être peut tre plus beau encore quoique moins harmonieux à le oeil et à le pensée mais ce splendide moment durer peu le renaissance ne être pas impartial lui ne se contenter pas de édifier lui vouloir jeter bas il être vrai que lui avoir besoin de place aussi le paris gothique ne être il complet que un minute on achever à peine saint-jacques-de-la-boucherie qu on commencer le démolition de vieux louvre	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
