	paragraph_id	text	effendis	reverend father	martin	issachar	the turks	miss clairon	father	cacambo	james	charles edward	the russians	cadis	theodore	baron	the old woman	the bulgarians	spaniards	god	ariosto	achmet	the theatin	candide	the marchioness	gauchat	oreillons	a biscayner	the jesuits	vanderdendur	don fernando	the friar	the anabaptist	sultan achmet	pangloss	buenos ayres	the abbé	tasso	paquette	pococurante	souza	milton	cunegonde	abares
390	178	at length i see all our italian woman and my mother herself tear mangle massacre by the monster who dispute over they	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391	178	the slave my companion those who have take they soldier sailor black white mulatto and at last my captain all be kill and i remained die on a heap of dead	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
392	178	such scene as this be transact through an extent of three hundred league and yet they never miss the five prayer a day ordain by mahomet	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
393	179	with difficulty i disengage myself from such a heap of slaughter body and crawl to a large orange tree on the bank of a neighbouring rivulet where i fall oppress with fright fatigue horror despair and hunger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
394	179	immediately after my sense overpower give themselves up to sleep which be yet more swoon than repose	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
395	179	i be in this state of weakness and insensibility between life and death when i feel myself press by something that move upon my body	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
396	179	i open my eye and see a white man of good countenance who sigh and who say between his tooth o che sciagura d essere senza coglioni xii the adventures of the old woman continue	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
397	182	astonished and delighted to hear my native language and no less surprised at what this man say i make answer that there be much great misfortune than that of which he complain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
398	182	i tell he in a few word of the horror which i have endure and faint a second time	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
399	182	he carry i to a neighbour house put i to bed give i food wait upon i console i flatter i he tell i that he have never see any one so beautiful as i and that he never so much regret the loss of what it be impossible to recover	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400	183	i be bear at naples say he there they geld two or three thousand child every year some die of the operation other acquire a voice more beautiful than that of woman and other be raise to office of state	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401	183	this operation be perform on i with great success and i be chapel musician to madam the princess of palestrina to my mother cry i your mother cry he weep	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
402	185	what	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
403	185	can you be that young princess whom i bring up until the age of six year and who promise so early to be as beautiful as you it be i indeed but my mother lie four hundred yard hence tear in quarter under a heap of dead body	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
404	187	i tell he all my adventure and he make i acquaint with his tell i that he have be send to the emperor of morocco by a christian power to conclude a treaty with that prince in consequence of which he be to be furnish with military store and ship to help to demolish the commerce of other christian government	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
405	188	my mission be do say this honest eunuch i go to embark for ceuta and will take you to italy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406	188	ma che sciagura d essere senza coglioni i thank he with tear of commiseration and instead of take i to italy he conduct i to algiers where he sell i to the dey	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
407	189	scarcely be i sell than the plague which have make the tour of africa asia and europe break out with great malignancy in algiers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
408	189	you have see earthquake but pray miss have you ever have the plague	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
409	189	never answer cunegonde	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
410	191	if you have say the old woman you would acknowledge that it be far more terrible than an earthquake	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
411	191	it be common in africa and i catch it	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
412	191	imagine to yourself the distressed situation of the daughter of a pope only fifteen year old who in less than three month have feel the misery of poverty and slavery have be ravish almost every day have behold her mother draw in quarter have experience famine and war and be die of the plague in algiers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
413	191	i do not die however but my eunuch and the dey and almost the whole seraglio of algiers perish	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
414	192	as soon as the first fury of this terrible pestilence be over a sale be make of the dey s slave i be purchase by a merchant and carry to tunis this man sell i to another merchant who sell i again to another at tripoli from tripoli i be sell to alexandria from alexandria to smyrna and from smyrna to constantinople	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
415	192	at length i become the property of an aga of the janissaries who be soon order away to the defence of azof then besiege by the russians	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
416	193	the aga who be a very gallant man take his whole seraglio with he and lodge we in a small fort on the palus méotides guard by two black eunuch and twenty soldier	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
417	193	the turks kill prodigious number of the russians but the latter have their revenge	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
418	193	azof be destroy by fire the inhabitant put to the sword neither sex nor age be spare until there remain only our little fort and the enemy want to starve we out	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
419	193	the twenty janissaries have swear they would never surrender	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
420	193	the extremity of famine to which they be reduce oblige they to eat our two eunuch for fear of violate their oath	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
421	193	and at the end of a few day they resolve also to devour the woman	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422	194	we have a very pious and humane iman who preach an excellent sermon exhort they not to kill we all at once	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
423	195	only cut off a buttock of each of those lady say he and you ll fare extremely well if you must go to it again there will be the same entertainment a few day hence heaven will accept of so charitable an action and send you relief	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
424	196	he have great eloquence he persuade they we undergo this terrible operation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
425	196	the iman apply the same balsam to we as he do to child after circumcision and we all nearly die	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
426	197	scarcely have the janissaries finish the repast with which we have furnish they than the russians come in flat bottom boat not a janissary escape	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
427	197	the russians pay no attention to the condition we be in	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
428	197	there be french surgeon in all part of the world one of they who be very clever take we under his care he cure we and as long as i live i shall remember that as soon as my wound be heal he make proposal to i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
429	197	he bid we all be of good cheer tell we that the like have happen in many siege and that it be accord to the law of war	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430	198	as soon as my companion could walk they be oblige to set out for moscow	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
431	198	i fall to the share of a boyard who make i his gardener and give i twenty lash a day	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
432	198	but this nobleman have in two year time be break upon the wheel along with thirty more boyards for some broil at court i profit by that event i flee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
433	198	i traverse all russia i be a long time an inn holder s servant at riga the same at rostock at vismar at leipzig at cassel at utrecht at leyden at the hague at rotterdam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
434	198	i wax old in misery and disgrace have only one half of my posterior and always remember i be a pope s daughter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
435	198	a hundred time i be upon the point of kill myself but still i love life	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
436	198	this ridiculous foible be perhaps one of our most fatal characteristic for be there anything more absurd than to wish to carry continually a burden which one can always throw down	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
437	198	to detest existence and yet to cling to one s existence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
438	198	in brief to caress the serpent which devour we till he have eat our very heart	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
439	199	in the different country which it have be my lot to traverse and the numerous inn where i have be servant i have take notice of a vast number of people who hold their own existence in abhorrence and yet i never know of more than eight who voluntarily put an end to their misery three negro four englishmen and a german professor name robek i end by be servant to the jew don issachar who place i near your presence my fair lady	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440	199	i be determined to share your fate and have be much more affected with your misfortune than with my own	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
441	199	i would never even have speak to you of my misfortune have you not pique i a little and if it be not customary to tell story on board a ship in order to pass away the time	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
442	199	in short miss cunegonde i have have experience i know the world therefore i advise you to divert yourself and prevail upon each passenger to tell his story and if there be one of they all that have not curse his life many a time that have not frequently look upon himself as the unhappy of mortal i give you leave to throw i headforemost into the sea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
443	199	xiii how candide be force away from his fair cunegonde and the old woman	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
444	202	the beautiful cunegonde having hear the old woman s history pay she all the civility due to a person of her rank and merit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
445	202	she likewise accept her proposal and engage all the passenger one after the other to relate their adventure and then both she and candide allow that the old woman be in the right	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
446	203	it be a great pity say candide that the sage pangloss be hang contrary to custom at an auto da fé he would tell we most amazing thing in regard to the physical and moral evil that overspread earth and sea and i should be able with due respect to make a few objection	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
447	203	while each passenger be recount his story the ship make her way	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
448	204	they land at buenos ayres	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
449	204	cunegonde captain candide and the old woman wait on the governor don fernando d ibaraa y figueora y mascarenes y lampourdos y souza	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
450	204	this nobleman have a stateliness become a person who bear so many name	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
451	204	he speak to man with so noble a disdain carry his nose so loftily raise his voice so unmercifully assume so imperious an air and stalk with such intolerable pride that those who salute he be strongly inclined to give he a good drubbing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
452	204	cunegonde appear to he the most beautiful he have ever meet	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
453	204	the first thing he do be to ask whether she be not the captain s wife	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
454	204	the manner in which he ask the question alarm candide he durst not say she be his wife because indeed she be not neither durst he say she be his sister because it be not so and although this obliging lie have be formerly much in favour among the ancient and although it could be useful to the modern his soul be too pure to betray the truth	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
455	205	miss cunegonde say he be to do i the honour to marry i and we beseech your excellency to deign to sanction our marriage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
456	205	don fernando d ibaraa y figueora y mascarenes y lampourdos y souza turn up his moustachio smile mockingly and order captain candide to go and review his company	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
457	206	candide obey and the governor remain alone with miss cunegonde	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
458	206	he declare his passion protest he would marry she the next day in the face of the church or otherwise just as should be agreeable to herself	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
459	206	cunegonde ask a quarter of an hour to consider of it to consult the old woman and to take her resolution	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
460	207	the old woman speak thus to cunegonde miss you have seventy two quartering and not a farthing it be now in your power to be wife to the great lord in south america who have very beautiful moustachio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
461	208	be it for you to pique yourself upon inviolable fidelity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
462	208	you have be ravish by bulgarians a jew and an inquisitor have enjoy your favour	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
463	208	misfortune give sufficient excuse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
464	208	i own that if i be in your place i should have no scruple in marry the governor and in make the fortune of captain candide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
465	208	while the old woman speak with all the prudence which age and experience give a small ship enter the port on board of which be an alcalde and his alguazil and this be what have happen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
466	210	as the old woman have shrewdly guess it be a grey friar who steal cunegonde s money and jewel in the town of badajos when she and candide be escape	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
467	210	the friar want to sell some of the diamond to a jeweller the jeweller know they to be the grand inquisitor s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
468	210	the friar before he be hang confess he have steal they	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
469	210	he describe the person and the route they have take	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
470	210	the flight of cunegonde and candide be already know	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
471	210	they be trace to cadiz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
472	210	a vessel be immediately send in pursuit of they	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
473	210	the vessel be already in the port of buenos ayres	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
474	210	the report spread that the alcalde be go to land and that he be in pursuit of the murderer of my lord the grand inquisitor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
475	210	the prudent old woman see at once what be to be do	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
476	211	you can not run away say she to cunegonde and you have nothing to fear for it be not you that kill my lord besides the governor who love you will not suffer you to be ill treat therefore stay	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
477	211	she then run immediately to candide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
478	213	fly say she or in an hour you will be burn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
479	213	there be not a moment to lose but how could he part from cunegonde and where could he flee for shelter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
480	215	xiv how candide and cacambo be receive by the jesuits of paraguay	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
481	217	candide have bring such a valet with he from cadiz as one often meet with on the coast of spain and in the american colony	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
482	217	he be a quarter spaniard bear of a mongrel in tucuman he have be singe boy sacristan sailor monk pedlar soldier and lackey	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
483	217	his name be cacambo and he love his master because his master be a very good man	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
484	217	he quickly saddle the two andalusian horse	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
485	218	come master let we follow the old woman s advice let we start and run without look behind we	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
486	218	candide shed tear	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
487	220	oh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
488	220	my dear cunegonde	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
489	220	must i leave you just at a time when the governor be go to sanction our nuptial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
490	220	cunegonde bring to such a distance what will become of you she will do as well as she can say cacambo the woman be never at a loss god provide for they let we run	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
491	221	whither art thou carry i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
492	222	where shall we go	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
493	222	what shall we do without cunegonde say candide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
494	223	by st james of compostella say cacambo you be go to fight against the jesuits let we go to fight for they i know the road well i ll conduct you to their kingdom where they will be charm to have a captain that understand the bulgarian exercise	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
495	223	you ll make a prodigious fortune if we can not find our account in one world we shall in another	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
496	223	it be a great pleasure to see and do new thing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
497	223	you have before be in paraguay then say candide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
498	225	ay sure answer cacambo i be servant in the college of the assumption and be acquaint with the government of the good fathers as well as i be with the street of cadiz	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
499	225	it be an admirable government	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
